Weight,Activity,Age,Height,Income,Sex
46,,22,150.7,0.66,Female
59.3,7,14,169.5,1.24,Male
21.4,3,9,124.7,0.18,Female
49.2,4,12,165.4,4.22,Male
89.2,,68,174.8,1.05,Male
84.6,,65,177.1,5,Male
65.3,2,12,153.6,2.68,Male
62.9,,45,154.6,5,Female
67.2,,19,154,1.28,Female
21.7,5,5,110.5,2.09,Female
76.7,6,12,171.2,0.6,Female
82.3,,65,143,1.58,Female
124.5,,36,176.7,,Female
50.1,1,12,157.8,2.24,Male
71.6,,31,162.4,0.6,Male
11.6,,1,,1.59,Male
91.7,,61,165.6,1.18,Male
30.1,7,9,135.2,,Female
93.3,,26,172,2,Female
74.1,,43,164,2.09,Female
93.9,,26,172.3,1.27,Male
85.3,,34,158.7,1.06,Male
62.2,,17,161.5,1.51,Female
65.8,,45,161.2,5,Female
60.1,,80,149.5,1.85,Female
43.3,7,11,153.8,4.23,Male
28.3,7,8,130,,Female
116.8,,26,173.2,,Female
65.3,0,12,152.6,0.69,Female
52.6,,39,163.4,5,Female
31.6,7,9,133,2.23,Female
80.3,,25,163.8,0.51,Female
9.1,,0,,1.65,Male
54.2,,40,151.3,1.23,Female
96.9,,51,181.7,1.98,Male
133,,38,171.1,2.6,Female
70.6,,55,177.4,4.21,Male
17.3,7,6,106.6,,Female
108.9,,63,176.6,2.99,Male
41.2,,67,138.4,0.62,Female
83.4,,21,169.9,0.45,Male
,,80,,,Female
97.9,,61,170.9,0.56,Male
14.8,7,4,99.4,4.94,Female
,,68,,2.59,Male
121.6,,23,174,1.07,Male
54.6,,25,163.7,1.26,Female
24.9,0,7,121.9,0.02,Female
113.6,,57,180.4,2.46,Male
119.6,,52,183,5,Male
66.3,,67,152.8,0.72,Female
52.3,,53,163.2,0,Female
29.4,5,6,122.1,0.74,Female
60.5,,43,169.3,1.54,Female
71.3,,23,178.6,3.03,Male
75.9,,33,174.2,5,Male
70.1,,41,174.2,2.02,Male
12.4,7,2,92.8,0.66,Male
60.8,,40,144.9,1.14,Female
51.8,,41,166.9,4.46,Male
109.6,,58,171.2,,Male
75.3,,28,155.3,2.23,Female
70.9,,19,169.7,1.93,Male
107.8,,80,175.7,1.68,Male
,,33,,0.25,Male
23.9,7,6,120.9,3.96,Female
110,,63,159.9,2.17,Female
5,,0,,0.47,Male
107.6,,74,176,1.66,Male
12.5,7,2,90.1,2.76,Male
19.6,7,9,118.8,1.22,Male
20.6,7,7,122.8,1.36,Male
59.2,,80,161.8,1.36,Female
30.7,4,8,130.1,1.47,Female
7.9,,0,,1.49,Male
28.3,7,5,120.4,,Male
11,,1,,,Male
21,7,4,109.9,0.74,Male
72.3,,48,169.4,4.94,Female
61.1,,46,161.3,1.86,Male
89.7,,30,182.6,4.95,Male
59.9,4,15,180.4,0.89,Male
15,7,3,101.2,1.9,Male
,7,7,,3.3,Male
103.6,,54,157.5,3.07,Female
42.9,4,13,155.2,5,Female
138.2,,57,180.1,3.37,Male
89.3,,19,161.1,,Female
117.5,,31,179.7,4.16,Male
81.9,,37,166.6,0.56,Female
30.5,7,5,117.9,3.3,Male
68.9,,36,159.8,4.12,Female
86.5,,49,164,1.26,Female
21.7,7,8,122.7,4.36,Female
81.2,,51,160.6,5,Female
120.7,,46,173.4,1.12,Female
139.2,,16,166.6,1.41,Male
83.5,,26,178,,Male
54.7,,17,154.3,1.41,Female
65.9,,34,160.6,4.95,Female
74.2,,24,152.5,0.25,Female
100.7,,76,178.4,5,Male
9.8,,0,,0.91,Male
125.1,,60,161.2,0.75,Female
36.8,7,11,148.5,2.88,Male
56.7,5,15,160.9,3.5,Male
,,50,,,Female
9.4,,1,,2.82,Female
132.8,,40,191.2,3.3,Male
90.8,,59,168.2,4.39,Female
29.6,5,4,117.4,,Female
61.1,,73,150.7,0.59,Female
79.6,,39,157.9,5,Female
98.6,,17,159.9,1.18,Female
57.1,5,13,155.3,1.41,Female
74.6,,56,153.4,2.15,Female
135.3,,41,165.4,0.82,Female
53.7,3,15,167.7,1.76,Male
75.3,,18,172.2,2.49,Male
21,7,4,109.4,2.99,Female
99.1,,46,157.8,2.07,Female
50.5,,43,163,,Female
57.4,,36,171.2,1.8,Male
115.6,,22,182.4,1.99,Male
,,75,,1.51,Female
13.7,7,4,100.9,1.23,Female
,,47,,1.65,Female
74.1,,80,162.9,2.2,Male
90.4,,64,151.9,0.58,Female
11.5,7,3,92.9,1.07,Female
105.6,6,14,171.9,0.21,Male
59.4,,22,161.4,0.21,Female
79.6,,39,179.3,4.58,Male
56.4,,38,154.7,1.25,Female
29.2,5,8,142.2,,Male
65.7,,77,170.4,1.79,Male
,,12,,4.98,Female
108.5,,47,174.6,5,Male
121.1,,45,163.7,,Female
67,5,12,159.7,1.39,Female
62.4,,25,159.4,0.54,Female
74.2,,17,179.4,1.87,Female
80.9,,66,150.6,,Female
49.3,6,12,169.5,1.72,Male
73.1,,50,145.1,0.62,Female
78.4,,65,175.5,0.71,Male
61.2,,20,174.8,0.28,Male
76.8,,41,181.5,0.54,Male
51.5,,43,146.8,,Female
71.4,,68,160,,Female
72.5,,26,191.1,2.23,Male
51,1,12,155.4,2.88,Female
116.5,,39,163.1,1.42,Male
52.3,2,9,144.6,0.67,Female
55.8,7,8,142.2,0.91,Male
20.9,7,5,111.8,5,Female
82.3,,68,169.6,2.08,Male
28,5,5,116,,Male
55,2,12,150.1,2.88,Male
10.8,7,2,84.3,1.36,Male
,,61,,0.85,Male
11.9,5,2,89.7,4.12,Female
14,7,2,94,3.29,Male
66.5,,52,157.1,1.57,Male
84.2,,69,180.9,4.99,Male
16.2,7,3,101.1,0.31,Male
84,,80,168.1,4.16,Male
36.8,7,8,137.6,1.76,Female
47.1,5,10,152,5,Female
62.3,,62,159.4,0.51,Female
129.7,,24,152.9,1.96,Female
58.8,,80,153.8,,Female
104.4,,35,152.5,1.58,Female
72.4,,42,167.7,2.6,Male
80.8,,37,161.8,0.35,Female
17.7,4,4,104.9,5,Male
66,,80,154.8,,Male
110.4,,54,165.6,2.39,Female
89.6,3,13,162.4,0.92,Male
94.7,,21,187.6,4.83,Male
68.5,,24,160.7,5,Female
49.2,7,11,156.4,0.84,Male
69.7,,37,178,4.33,Female
13.3,,1,,1.74,Female
83.8,,74,149.2,1.64,Female
62,,65,154,,Female
112,,37,186.8,3.73,Male
83.4,,70,164.7,,Female
134.7,,62,175.4,1.1,Female
33.7,4,11,148.8,2.18,Male
121.5,,55,176.9,5,Male
9.6,,0,,2.59,Male
63.3,,31,168.2,5,Female
30.5,1,12,140.5,2.06,Female
26.4,6,4,116.2,4.81,Female
5.6,,0,,0.07,Female
13.3,,1,,3.25,Female
93.5,,36,174.1,2.06,Male
59,,80,165.6,2.82,Male
85.2,,21,171.7,1.44,Male
61.3,,45,165.2,1.38,Female
27.3,7,8,127,1.4,Male
127.9,,53,167.4,0.55,Female
79.7,,78,157.1,4.71,Male
6.6,,0,,2.06,Female
76,,37,169,5,Male
26.7,7,6,125.1,1.74,Female
139.6,,53,170.2,5,Male
66.8,,60,152.7,2.11,Female
83.7,6,15,175.9,0.6,Male
66.4,,38,172.8,2.24,Female
79.2,,80,144.9,0.68,Female
17.4,7,4,105.7,,Male
73.4,,19,176.6,1.23,Male
49,,20,169.1,,Female
78,,30,182.5,5,Male
33.2,7,7,127.9,1.84,Female
10.5,,1,,0.92,Female
15.9,0,4,99.4,5,Female
12.6,3,2,84.3,0.21,Female
50.9,,29,157.1,4.03,Female
86,,49,174,5,Male
68.5,,41,163.6,1,Female
46.8,6,13,160.4,2.81,Male
54.9,,43,156,5,Female
94,,26,165.3,3.29,Female
71.2,,28,153.6,0.74,Female
103,,22,183.5,0.64,Male
72.6,,80,157.2,2.57,Female
39.8,4,13,141.8,,Female
49.1,5,11,153,4,Female
78.8,,37,162,2.73,Female
70.6,,53,152.3,,Female
81.8,,72,169.1,1.13,Male
99.5,,40,172.4,2.62,Male
90.2,5,13,149.9,0.78,Male
6.4,,0,,4.74,Male
55.8,,80,156.5,5,Female
101.6,,44,172.8,0.7,Male
82.8,,72,168.1,1.27,Female
,,12,,,Female
9.9,,0,,1.26,Male
83.1,,54,163.2,,Male
53.3,7,11,147,1.51,Female
88,,46,171.6,0.84,Male
75.7,,70,161.7,0.75,Female
71,,80,152.3,4.42,Female
103.9,,43,168.5,1.07,Male
25.6,7,7,130.1,1.86,Male
88.3,,17,166.9,,Male
70.6,,35,164.7,2.87,Female
67.9,,17,161.4,2.55,Female
100.7,,60,176.4,0.59,Male
97.8,,80,174.9,,Male
66.8,,30,163,0.25,Female
60.1,,46,169.2,0.56,Male
80,,58,178.2,5,Male
62.6,,41,168.6,2.56,Male
83.1,,80,161.6,1.23,Male
117.3,,59,173,5,Male
34.7,7,5,127.7,0.82,Male
101.7,,25,148.1,1.63,Female
62.3,,18,150.1,2.98,Female
87.6,,75,140,0.07,Female
72.8,,60,168.8,5,Female
56.6,,39,157.6,4.22,Female
28,7,9,133.8,1.65,Male
58,,80,158.5,,Female
63.1,,19,155,0.21,Female
,7,5,,,Male
21.4,7,5,114,1.47,Female
33,4,9,139.4,0.29,Female
14.7,7,3,100.5,,Male
75.2,,69,168.4,5,Male
85.9,,50,152.4,4.61,Female
23.9,4,6,121.1,0.02,Female
74.8,,35,155.9,5,Female
62.7,,48,167.8,5,Female
78.9,,46,159.2,2.47,Female
72.2,,71,168.5,0.68,Male
95.6,,42,176.9,3.31,Male
91.2,,68,160.5,3.14,Female
,,0,,,Male
42.2,5,11,148.2,2.02,Male
63.8,,55,164.5,2.12,Female
13.5,7,2,89.3,1.9,Female
19.9,7,4,109.2,1.76,Male
101.9,,25,159.5,3.79,Female
89.9,3,14,169.6,2.06,Male
,,49,,2.46,Male
12.2,,1,,1.79,Male
82.3,,42,160.2,1.15,Female
64.4,,23,161,5,Female
26.5,5,10,140.6,1.23,Female
96.5,,60,171.5,1.96,Male
64.5,,80,167.7,1.87,Male
61,,17,163.4,1.14,Male
9,,0,,0.4,Female
61.3,,47,158.9,0.64,Female
152.3,,33,186.3,5,Male
55.2,,16,146.5,,Female
53.7,,50,151.6,0.08,Female
,7,2,,1.88,Female
63.5,3,13,156.4,0.59,Female
66.8,,65,169.4,0.51,Male
63.5,,17,167.1,0.91,Male
50.9,,66,146.4,0.94,Female
67,,19,163.2,,Male
16.2,7,2,92,3.79,Female
8.6,,1,,1.85,Female
69.7,,47,167.9,5,Male
12.7,3,2,92.7,2.29,Female
55.7,,19,166,0.69,Male
86.9,,60,163,2.79,Female
59.8,,20,173.6,2.18,Male
,,1,,1.16,Male
53.8,,51,153.7,0.2,Female
106.9,,34,164.9,0.74,Female
7.2,,0,,4.22,Female
56.5,,39,161.5,0.62,Male
14.9,7,2,93.5,0.18,Male
97.4,,41,178.4,2.46,Male
101.7,,48,177.6,5,Female
92.4,,31,169.5,5,Male
32.1,5,12,147.4,1.9,Female
121.4,,29,163.8,1.65,Female
80,,58,177.4,0.92,Male
112.4,,60,180.1,1.1,Male
64.6,,42,149.6,,Female
122,,78,162.8,1.69,Female
77.6,,51,151.7,1.29,Female
8.9,,0,,4.12,Male
78.1,,55,172.5,5,Male
88,,47,169,2.18,Male
58.7,,57,161.9,,Female
71.7,,17,181.1,0.96,Male
65.5,,63,167.3,2.47,Male
71.3,,34,170.4,3.22,Female
69.1,,59,161.5,5,Female
46.1,5,14,151.3,0.94,Female
35.1,2,13,144.4,0.02,Female
84.2,,72,181.7,4.12,Male
80.7,,57,184.3,2.89,Male
,,80,,2.97,Male
21.7,1,7,120,1.63,Male
15.5,3,3,96,2.99,Male
14.3,7,3,96.6,0.63,Male
66.1,,58,148.9,5,Female
77.6,,51,155.8,0,Female
78.4,,71,164,1.05,Male
9.7,,1,,4.17,Female
72.3,,16,167.4,0.45,Male
10.5,,0,,2.11,Female
10.6,,0,,0.54,Female
53.6,,64,154.5,1.9,Female
32.5,7,9,128.5,1.13,Male
106.1,,44,180.7,5,Male
22.2,7,9,121,5,Female
63.8,,46,161.3,0.88,Female
50.4,6,9,140.7,1.49,Male
82,,74,147.1,,Female
15.5,3,3,97.4,1.91,Male
69.5,,60,169.5,4.39,Female
39.2,6,12,149.8,3.17,Male
73.7,,33,179.6,2.82,Male
93.1,,48,171.6,0.95,Male
75,,36,169.8,4.53,Male
74.4,,26,183.2,3.62,Male
48,,79,167.9,1.68,Male
93.2,,63,162.3,4.78,Female
87.4,,48,165.4,0.65,Female
6.3,,0,,1.57,Female
75.9,,19,164.7,2.1,Female
9.4,,1,,1.72,Female
86.3,,65,178.9,1.23,Male
,,80,,3.12,Male
99.5,,66,176.3,0.31,Male
30.6,7,7,122.1,,Male
57.4,,59,156.6,5,Female
85.6,,53,175.1,1.07,Male
93.2,,55,166.6,,Female
73.6,,18,187.3,,Male
69.6,,28,162.1,0.91,Female
12.5,2,2,83.5,2.3,Female
62.8,7,11,152.4,1.47,Male
41.1,5,8,128.8,0.74,Female
64.5,7,14,171.2,0.21,Male
83.1,,29,180.1,4.28,Male
47.2,6,14,161.4,4.93,Female
37.6,7,11,141.7,3.45,Male
18.9,7,6,113.3,0.89,Female
66.2,,80,152.2,,Female
93.9,,70,167.7,3.62,Male
45.6,5,14,169.4,0.89,Male
92.8,,47,175.2,1.09,Male
34.9,7,9,142.4,0.18,Female
7.5,,0,,5,Female
99.2,,59,159.7,1.42,Female
29.9,6,8,126.4,2.14,Female
59,,50,180.5,5,Male
45.2,7,14,166.3,5,Female
69.6,,35,179.6,5,Male
27.6,7,5,110.6,,Male
16.2,7,3,100.4,0.51,Male
68.4,,17,159.3,1.94,Female
,,62,,,Male
79.7,,34,148.9,4.12,Female
81.4,,35,176.9,5,Male
77.8,,80,166.8,2.76,Male
72.1,,35,162.8,0.97,Female
67.8,,73,159.5,2.64,Male
63,,75,162.6,1.88,Female
78.4,,55,160.2,2.31,Female
74.7,,58,154.8,1.36,Female
34.2,7,6,123.5,0.46,Female
20.4,7,5,110.5,2.11,Male
72.1,,26,158.4,,Female
87.7,,25,170.8,1.65,Female
66.6,,48,170.7,5,Female
71.6,,38,163,5,Female
90.2,,57,164.8,3.99,Female
60.1,,80,163.6,2.68,Female
67.4,,80,153.5,5,Female
85.5,,76,156.2,,Female
70.5,,19,187.9,5,Male
90.2,,53,178.2,1.76,Male
92.9,,19,176.4,5,Male
133.3,,55,184.1,3.3,Female
85.7,,64,167,1.51,Male
92.9,,36,174.3,2.06,Female
113.9,1,15,167.8,0.88,Male
9,,0,,1.73,Female
50.7,,80,161,2.1,Female
71.6,,19,179.4,1.13,Male
78.2,,70,159.7,3.16,Male
,,76,,1.12,Male
19.3,7,3,102.9,0.78,Male
60.4,,23,183.6,2.1,Male
99.2,,51,167.3,4.52,Male
65.8,,78,161.3,5,Female
18.7,6,5,107,3.99,Female
28.9,6,8,133.3,,Female
74.5,,66,162.3,0.3,Male
76.9,,80,165.5,1.33,Male
66.8,0,14,166.2,3.17,Female
60.6,,49,166.2,4.93,Female
10.7,,1,,,Male
59.9,,51,158.1,2.24,Female
55.4,,48,162.4,0.72,Female
,,80,,,Male
73.1,,34,161.4,0.67,Male
63.6,,63,159,2.18,Female
8.2,,1,,5,Female
98.1,,62,149.1,,Female
63.2,,60,170.1,2.09,Male
70.3,,80,175.7,5,Male
22.6,3,6,113.6,5,Male
137.1,,16,180.8,2.74,Male
,,1,,1.22,Female
68.2,,16,179.5,0.26,Male
12.2,7,2,88.2,0.82,Female
21.5,7,5,111.7,2.37,Male
4.9,,0,,1.98,Male
87.1,5,15,182.3,5,Male
106.2,,19,171.1,2.35,Male
12.2,0,2,,1.69,Female
74.6,,39,158.8,0.61,Female
114.3,,48,182,2.88,Male
29.9,7,7,119.5,,Female
,,19,,0.3,Female
82,,30,167.7,2.18,Female
63.3,,80,171.4,1.05,Male
45.4,7,13,149.7,1.86,Male
,,63,,,Male
20.7,6,7,122.1,5,Male
14.4,7,3,91.9,2.89,Male
86.6,,24,179.7,0.72,Male
20,7,7,117.3,2.55,Male
85.6,,80,177.4,2.99,Male
54.3,,80,162.4,5,Female
63.7,,34,161.8,3.14,Female
60.9,,16,170.7,1.44,Male
50.9,,80,161.6,1.91,Female
99.7,,42,161.2,2.82,Female
27.1,7,6,129.2,0.33,Male
56.2,,23,161.9,,Female
45.2,,20,154.5,5,Female
89.8,,68,154.7,0.7,Female
62.1,,44,163.7,1.83,Female
59.5,,25,165.9,1.07,Female
13.3,,1,,0.24,Male
79.9,,31,162.2,,Female
7.7,,0,,3.84,Male
,,0,,1.49,Male
97.8,,66,177.3,1.88,Male
48.4,7,9,140.6,0.46,Female
51.5,,79,154.7,1.87,Female
27.3,5,7,130.2,1.32,Female
115.5,,37,167.2,3.73,Female
100.8,,45,170.9,1.58,Female
26.1,7,7,126,1.47,Female
103.6,,66,169,1.82,Female
77.7,,25,167.1,2.11,Female
56.4,,19,168.4,0.35,Male
92.7,,23,188.1,3.72,Male
48.4,,19,157.9,2.11,Female
97.2,,49,176.6,0.52,Male
58.5,,16,163,1.47,Female
61.2,,17,177,1.38,Male
74.5,,62,158.6,1.93,Female
82.4,,75,171.2,0.81,Male
103.7,,29,172.5,3.4,Male
69.3,,59,173.4,5,Male
35.3,2,9,128.4,0,Female
64.6,,18,170.9,5,Male
69.3,,80,169,5,Male
52,,47,152.1,2.06,Female
47.2,6,8,130.2,2.41,Female
68.1,,17,186.5,2.76,Male
71.2,,60,153.9,0.31,Female
83.3,,60,182.8,5,Male
62,,42,151.3,0.95,Female
,,17,,1.83,Female
81.4,,19,166.6,,Male
59.1,,49,151.4,2.21,Female
74.6,,44,172.1,2.64,Male
37.6,7,6,121.1,1.5,Female
96.2,,30,188.8,3.98,Male
63,,27,172.2,5,Female
99.2,,39,167.2,2.59,Female
64,,23,156.3,4.12,Female
19.6,7,5,109.8,0.2,Female
52.1,,72,175.3,4.53,Male
57.2,,47,159.1,5,Female
76,,35,167,1.4,Female
53.7,,16,157.5,2.24,Female
,,64,,2.87,Male
78.1,,49,161.1,0.42,Female
71.9,,38,182.1,1.03,Male
,,26,,,Female
47.6,6,11,161.5,2.81,Female
90.8,,56,172.3,5,Female
21.1,7,5,107.2,0.78,Female
8.6,,0,,,Male
83.3,,41,180.2,2.18,Male
71.7,,64,164.7,5,Female
58.8,5,11,155.2,0.61,Male
92.4,,24,164.9,,Female
84.6,,63,144.6,0.89,Female
29.4,6,7,125.5,3.25,Female
22,7,8,127.9,1.31,Female
110.7,,58,172.6,1.43,Female
64.1,0,13,162.6,,Male
121.4,,33,163.4,0.17,Male
84,,55,178.3,,Male
12.4,,1,,2.03,Male
92.1,,46,184.9,,Male
78.8,,18,159.9,,Female
27.3,3,10,132.7,1.36,Female
52.2,,13,154.9,0.37,Female
77.2,,58,167.1,5,Female
33.4,7,11,145.9,0.89,Male
61.8,,20,171.4,1.27,Male
102.6,,57,168.9,1.31,Male
47.4,,25,160.9,1.49,Female
31.9,5,7,134.3,1,Female
68.2,,71,162.2,0.35,Male
28.7,7,10,130.5,,Male
63.2,,16,166.4,2.47,Male
46.3,5,12,153.8,1.73,Female
58.4,,69,162.7,4.12,Female
78.8,,33,164.5,,Female
9.2,,0,,,Female
22.4,7,5,116.3,,Male
31.3,5,11,139.9,1.6,Male
67.5,,55,161.6,5,Female
70.6,0,15,158.3,0.21,Female
23,7,6,125.9,3.29,Male
34.2,5,9,138.3,0.67,Female
67.4,,72,163.6,5,Female
57.4,1,10,148.9,0.74,Female
106.6,,66,179.7,1.59,Male
135.8,,28,167.1,0.67,Female
56.2,,45,153.9,4.04,Female
88.2,,66,164.7,1.47,Male
93,,60,167.8,2.18,Male
22.7,7,7,118.9,5,Male
59.6,3,14,156.5,0.12,Female
82.9,,33,155.7,1.17,Female
58.8,,25,150.8,4.94,Male
42.9,7,7,131.8,1.76,Male
13.4,7,2,92.5,2.48,Male
108.7,,57,170.2,1.98,Female
79.8,,61,178.1,2.55,Male
53.8,,48,160.2,5,Female
96.4,,46,162.3,5,Female
70.5,,16,183.5,5,Male
35.1,7,8,142.9,1.93,Male
91.4,,50,169.4,2.49,Female
65,,17,165.1,1.56,Female
112.1,7,15,178.8,,Male
60.8,,29,178.2,2.27,Male
97.7,,54,183.1,5,Male
76.4,,16,178.5,1.99,Male
23.1,2,7,119.8,4.04,Female
75.9,5,14,172.9,2.29,Female
86.2,,51,163.4,1.98,Female
154.6,,41,167.1,0.99,Male
31.2,7,8,134,1.72,Male
28.2,4,8,133.7,0.66,Male
83.1,,67,177.4,,Male
50.8,,35,157.1,5,Female
9.9,,0,,0.42,Female
41.1,7,10,137.5,5,Male
77.1,,43,167.2,2.67,Male
6.2,,0,,0.82,Male
82.5,,45,154.2,0.74,Female
128.3,,39,170.1,1.16,Female
15.5,,1,,1.23,Female
87.9,,58,182.5,,Male
57.6,5,14,168.9,0.25,Male
50.3,6,13,173,5,Male
67.8,,24,162,3.77,Female
65.2,,38,163.3,0.26,Female
17.4,7,4,102.7,2.67,Male
58.1,,34,169.6,2.87,Male
105.1,,55,177.7,2.1,Male
55.2,,51,161,,Female
25.9,7,5,116.6,3.3,Female
43.8,3,13,153.2,0.58,Male
86.2,,80,179.7,,Male
27.5,2,9,129.5,,Female
48,4,14,173.4,,Male
73.1,,32,146.2,0.58,Female
22.6,7,5,120.3,1.44,Male
,,80,,5,Female
15,6,3,96.5,2.06,Male
70.1,7,13,159.7,5,Male
23.1,7,7,126.9,1.44,Female
79.5,,31,177.9,2.1,Male
119.3,,39,163.4,1.38,Female
20.6,7,5,116.5,4.53,Male
58.9,,29,173.4,3.97,Male
65.2,2,10,151.5,,Female
86.5,,80,160.6,0.83,Male
93.9,,61,184,0.93,Male
26.9,5,10,134.8,1.54,Female
75.2,,42,164,0.74,Male
4.3,,0,,1.94,Female
68.7,,80,139,,Female
14.5,3,2,95.3,0.18,Male
86.7,,61,179.6,0,Male
54.8,,23,165.2,0.94,Female
11.8,6,2,85.2,1.36,Male
,5,5,,0.4,Female
92.8,,67,153.1,0.84,Female
14.6,2,2,91,2.46,Male
89.6,,63,175.9,0.88,Male
10.8,,1,,0.35,Male
52.2,3,13,155.3,1.1,Female
65.7,,38,175.4,0.72,Male
64.4,,40,172.8,1.37,Male
81.5,,50,145.3,0.59,Female
142.9,,27,179.9,,Male
26.6,3,8,127.6,5,Female
66.8,,59,161.7,2.93,Male
91.6,7,10,158.4,1.94,Male
120.9,,70,152.8,0.64,Male
12.1,5,2,88.4,1.24,Female
101.3,,40,180,1.85,Male
122,,18,172.9,2.68,Male
77.1,,40,172.3,0.25,Male
6.4,,0,,,Female
59.8,,22,171.8,5,Male
44.8,,18,159.2,1.19,Female
17.1,7,5,106.7,0.92,Male
45.3,7,13,157.4,,Male
35.1,5,9,138.5,3.72,Female
89.1,,38,163.6,3.52,Female
61.9,,49,166.2,0.84,Female
80.9,,25,167.4,2.55,Male
,7,3,,,Male
26.7,4,7,126.1,,Male
50.2,7,7,132.1,2.36,Female
13.9,,1,,1.34,Male
34.9,7,10,137.5,2.11,Female
94.1,,76,176.2,4.59,Male
67.5,,66,159.2,4.06,Female
132.8,,39,169.9,4.14,Female
69.7,,30,179.7,5,Male
81.8,,54,167.3,4.22,Female
45.6,2,15,158.4,4.04,Female
77.7,,35,163.7,1.72,Female
9.4,,0,,0.8,Female
66.3,,33,160.8,5,Female
81.8,,34,183.7,1.8,Male
85.7,,65,170.7,,Female
79.1,,59,173.9,3.98,Male
91.5,,31,181.2,1.09,Male
77.5,,19,179.9,,Male
68.5,,33,171.9,5,Male
19.1,7,4,106.9,3.52,Female
97.2,,37,166.7,0.02,Male
48.8,,16,165.9,,Male
9.5,,0,,4.32,Male
84.2,,18,151.3,0.85,Female
,,13,,5,Female
35.2,5,5,126.6,3.3,Female
60.7,2,12,151.7,1.49,Male
97,,26,158.8,4.33,Female
47,5,13,153.2,1.13,Female
64.5,7,15,156.6,2.07,Male
77.4,,73,156.5,0.92,Male
13.3,0,2,85.3,,Male
104,,66,173.2,4.08,Male
124.3,,51,169,1.49,Female
70.5,,75,157.7,3.37,Female
11.5,,1,,2.06,Male
95.6,3,15,170,0.69,Male
85.2,,70,165.9,0.82,Male
159.9,,22,187.9,2.18,Male
81.8,,42,169.2,1.44,Female
90.2,,65,159.3,0.95,Female
5.6,,0,,1.06,Male
34.3,0,9,147.5,,Female
104.9,,78,158.2,2.47,Female
8.3,,0,,0.98,Male
26.5,7,7,126.3,1.3,Male
14,7,3,95.6,2.55,Male
19.6,7,4,108.9,0.92,Female
32,7,9,138.9,3.74,Male
29.2,7,7,131.4,,Male
81.3,,26,168.7,3.79,Female
111,,39,178.6,2.72,Male
46.4,,14,163.7,0.37,Female
11.7,,1,,1.67,Male
114.7,,29,174.2,,Male
85.8,,16,179.4,3.24,Male
64.2,,19,166.5,1.09,Female
61.6,,21,168.6,2.6,Male
94.2,,40,176.9,4.16,Male
60,3,14,162.6,2.14,Male
23.8,7,7,124.3,0.87,Male
74.2,,75,160.5,,Male
66.3,,56,151.2,1.26,Female
49.7,,61,154.1,0.99,Female
68.9,,36,153.9,2.88,Female
89.1,,61,167.5,0.6,Male
38.8,7,9,137.8,1.24,Male
,,50,,4.61,Male
72.7,,66,147.9,0.92,Female
9.2,,1,,1.86,Male
5.8,,0,,4.48,Male
75.6,,65,154.3,3.43,Male
130.1,,72,143,4.71,Female
86.6,,65,175.5,0.82,Male
33.2,4,8,126.8,1.84,Female
66.5,,40,155.7,3.91,Female
45.3,5,11,151.8,1.23,Female
14.2,0,4,100.5,,Female
60.4,,47,157.4,2.48,Female
69.2,,80,158.6,0.5,Male
30.5,7,8,126.7,0.62,Female
69.9,,27,170.3,2.97,Male
126,,41,183.4,1.6,Male
74.5,,64,159.6,5,Female
,,27,,2.89,Male
115,,19,181.1,2.28,Male
19.4,7,7,116.6,5,Female
85,,40,176.3,5,Male
64,2,10,154.8,0.57,Female
127.4,,59,174.9,1.69,Male
40.8,0,14,151.3,0.63,Male
55.5,,17,159.7,0.5,Female
84.2,6,13,172.3,1.23,Male
33.2,7,6,125.4,0.62,Female
72.5,,49,159.4,1.24,Female
21.2,7,5,115.5,1.51,Female
103,,23,164.9,0.75,Female
81.4,,35,185.7,0,Male
79.9,,56,161.5,5,Female
9.7,,0,,0.61,Male
16,7,5,109.3,5,Male
106.2,,61,181.6,5,Male
101,,61,153.9,0.74,Female
72.5,,80,168.4,1.52,Male
11.7,,1,,5,Male
51.6,,32,148.3,2.88,Female
32,7,9,133.3,0.63,Male
87.5,,63,173.7,1.53,Male
30.7,4,9,140.8,0.23,Female
44.6,5,10,148.7,0.38,Female
72.8,,80,160.6,2.12,Female
82.6,,63,171,1.07,Male
87.9,,22,176,5,Male
,7,3,,,Female
,,69,173.9,0.92,Male
39.6,7,10,138.9,1.03,Female
97.4,,72,166.4,1.26,Male
97,,20,190.8,5,Male
75.3,,74,169.6,1.54,Male
82.3,,56,184.1,2.11,Male
81.6,,38,150.6,0.7,Female
44.4,4,9,143.5,4.61,Female
99.6,,50,187.9,2.69,Male
66.3,,80,162,,Female
65.2,,60,156.2,,Female
118.3,,41,183.5,5,Male
24.2,7,7,126,0.33,Female
63.3,,30,159.1,1.5,Male
18.3,0,4,106.3,1.28,Female
63.6,,63,152.4,1.14,Female
12.2,7,2,85.2,2.99,Male
72.3,,15,159.7,0.63,Male
91,,58,159.4,2.02,Female
27.3,7,6,127,0.77,Male
109.6,,57,181,2.72,Male
73.6,,23,176.1,0.76,Male
65,,18,171.8,,Male
109.2,,42,158.6,1.58,Female
19.5,7,6,110.2,1.54,Female
103,,63,168.8,1.18,Female
20.8,7,6,117.9,0.91,Female
82,5,14,168.3,4.73,Female
82.9,,26,161.8,3.4,Female
83,,56,169.7,3.22,Male
87.8,,61,149.7,0.94,Female
